text,token_ids,label
do i enjoy this ?,81 5552 1784 49 80,0
what are you like ?,55 66 24 96 80,0
does he like that ?,312 16 96 15 80,0
were we love it ?,48 70 194 17 80,0
are he love that ?,66 16 194 15 80,0
why do they love ?,305 81 45 194 80,0
she does not enjoy this,27 312 21 1784 49,-1
she are not enjoy this,27 66 21 1784 49,-1
she are not enjoy that,27 66 21 1784 15,-1
we enjoy this,70 1784 49,1
did i like this ?,73 5552 96 49 80,0
what is i enjoy ?,55 34 5552 1784 80,0
what is he love ?,55 34 16 194 80,0
how do you enjoy ?,110 81 24 1784 80,0
was you like it ?,14 24 96 17 80,0
how did they like ?,110 73 45 96 80,0
were they love it ?,48 45 194 17 80,0
what do they like ?,55 81 45 96 80,0
you like that,24 96 15,1
you was not love this,24 14 21 194 49,-1
does he enjoy that ?,312 16 1784 15 80,0
they were not like it,45 48 21 96 17,-1
how were she love ?,110 48 27 194 80,0
i were not like this,5552 48 21 96 49,-1
he enjoy this,16 1784 49,1
you are not love it,24 66 21 194 17,-1
we do not love it,70 81 21 194 17,-1
did he like it ?,73 16 96 17 80,0
why do they love ?,305 81 45 194 80,0
he love it,16 194 17,1
are we love it ?,66 70 194 17 80,0
we are not love that,70 66 21 194 15,-1
do they like this ?,81 45 96 49 80,0
i enjoy this,5552 1784 49,1
why does we love ?,305 312 70 194 80,0
they like that,45 96 15,1
why are i love ?,305 66 5552 194 80,0
were i like this ?,48 5552 96 49 80,0
she was not like it,27 14 21 96 17,-1
i enjoy that,5552 1784 15,1
how do you love ?,110 81 24 194 80,0
she love it,27 194 17,1
i do not like this,5552 81 21 96 49,-1
she love it,27 194 17,1
we like that,70 96 15,1
do he love it ?,81 16 194 17 80,0
are you love that ?,66 24 194 15 80,0
we love it,70 194 17,1
do she love that ?,81 27 194 15 80,0
does we like this ?,312 70 96 49 80,0
i were not enjoy that,5552 48 21 1784 15,-1
they like that,45 96 15,1
what do she enjoy ?,55 81 27 1784 80,0
what was we enjoy ?,55 14 70 1784 80,0
were i love it ?,48 5552 194 17 80,0
you enjoy that,24 1784 15,1
we love that,70 194 15,1
they does not like that,45 312 21 96 15,-1
they like this,45 96 49,1
you does not love it,24 312 21 194 17,-1
she love this,27 194 49,1
is he enjoy that ?,34 16 1784 15 80,0
we like that,70 96 15,1
they love it,45 194 17,1
was you love that ?,14 24 194 15 80,0
was they enjoy that ?,14 45 1784 15 80,0
how did he enjoy ?,110 73 16 1784 80,0
do they like this ?,81 45 96 49 80,0
they was not enjoy it,45 14 21 1784 17,-1
why is she like ?,305 34 27 96 80,0
why does he enjoy ?,305 312 16 1784 80,0
does she love that ?,312 27 194 15 80,0
how is we like ?,110 34 70 96 80,0
he is not enjoy this,16 34 21 1784 49,-1
what was you enjoy ?,55 14 24 1784 80,0
she love this,27 194 49,1
do they enjoy this ?,81 45 1784 49 80,0
what were you enjoy ?,55 48 24 1784 80,0
you are not love this,24 66 21 194 49,-1
does she like it ?,312 27 96 17 80,0
what are i love ?,55 66 5552 194 80,0
you is not like that,24 34 21 96 15,-1
you were not enjoy this,24 48 21 1784 49,-1
they like that,45 96 15,1
what does i like ?,55 312 5552 96 80,0
do they enjoy this ?,81 45 1784 49 80,0
did he enjoy this ?,73 16 1784 49 80,0
she enjoy that,27 1784 15,1
they like that,45 96 15,1
what was you love ?,55 14 24 194 80,0
he like it,16 96 17,1
he did not love that,16 73 21 194 15,-1
what were she enjoy ?,55 48 27 1784 80,0
why do i like ?,305 81 5552 96 80,0
she does not enjoy it,27 312 21 1784 17,-1
did i like that ?,73 5552 96 15 80,0
is she enjoy that ?,34 27 1784 15 80,0
how was i like ?,110 14 5552 96 80,0
i is not like that,5552 34 21 96 15,-1
he enjoy that,16 1784 15,1
i love that,5552 194 15,1
do you enjoy that ?,81 24 1784 15 80,0
she love that,27 194 15,1
i like it,5552 96 17,1
do i love that ?,81 5552 194 15 80,0
is she love this ?,34 27 194 49 80,0
she like it,27 96 17,1
we does not like it,70 312 21 96 17,-1
she like it,27 96 17,1
are we enjoy this ?,66 70 1784 49 80,0
are she like that ?,66 27 96 15 80,0
she love that,27 194 15,1
what did she enjoy ?,55 73 27 1784 80,0
what does he like ?,55 312 16 96 80,0
are i enjoy that ?,66 5552 1784 15 80,0
do he like it ?,81 16 96 17 80,0
were they love this ?,48 45 194 49 80,0
you is not like it,24 34 21 96 17,-1
he does not enjoy it,16 312 21 1784 17,-1
she enjoy it,27 1784 17,1
how did we like ?,110 73 70 96 80,0
you like it,24 96 17,1
you does not love that,24 312 21 194 15,-1
you are not like that,24 66 21 96 15,-1
are i enjoy it ?,66 5552 1784 17 80,0
what do she enjoy ?,55 81 27 1784 80,0
what did he enjoy ?,55 73 16 1784 80,0
she like it,27 96 17,1
i is not love that,5552 34 21 194 15,-1
we do not like that,70 81 21 96 15,-1
he do not like this,16 81 21 96 49,-1
do they love it ?,81 45 194 17 80,0
how do you like ?,110 81 24 96 80,0
is you like that ?,34 24 96 15 80,0
i love this,5552 194 49,1
are they enjoy it ?,66 45 1784 17 80,0
they does not love it,45 312 21 194 17,-1
are you like this ?,66 24 96 49 80,0
what were they love ?,55 48 45 194 80,0
they like that,45 96 15,1
did i enjoy it ?,73 5552 1784 17 80,0
is we like this ?,34 70 96 49 80,0
i enjoy this,5552 1784 49,1
how were i love ?,110 48 5552 194 80,0
were we enjoy it ?,48 70 1784 17 80,0
i was not enjoy it,5552 14 21 1784 17,-1
how does he enjoy ?,110 312 16 1784 80,0
did i love it ?,73 5552 194 17 80,0
they is not like this,45 34 21 96 49,-1
are you enjoy this ?,66 24 1784 49 80,0
i were not like this,5552 48 21 96 49,-1
they enjoy that,45 1784 15,1
how did she like ?,110 73 27 96 80,0
she like this,27 96 49,1
is you like that ?,34 24 96 15 80,0
how was i like ?,110 14 5552 96 80,0
why is i enjoy ?,305 34 5552 1784 80,0
they like it,45 96 17,1
you love that,24 194 15,1
why do he like ?,305 81 16 96 80,0
they was not enjoy this,45 14 21 1784 49,-1
did we enjoy this ?,73 70 1784 49 80,0
i love it,5552 194 17,1
he is not love this,16 34 21 194 49,-1
what was i love ?,55 14 5552 194 80,0
were they love it ?,48 45 194 17 80,0
did she love this ?,73 27 194 49 80,0
what were he love ?,55 48 16 194 80,0
i enjoy that,5552 1784 15,1
they like that,45 96 15,1
are he enjoy that ?,66 16 1784 15 80,0
they enjoy it,45 1784 17,1
why did she love ?,305 73 27 194 80,0
was we like that ?,14 70 96 15 80,0
i like that,5552 96 15,1
what does they love ?,55 312 45 194 80,0
how do they enjoy ?,110 81 45 1784 80,0
they were not enjoy it,45 48 21 1784 17,-1
what were we like ?,55 48 70 96 80,0
we like this,70 96 49,1
do i love that ?,81 5552 194 15 80,0
she like it,27 96 17,1
i like that,5552 96 15,1
what was she love ?,55 14 27 194 80,0
they is not love it,45 34 21 194 17,-1
we is not like it,70 34 21 96 17,-1
she enjoy that,27 1784 15,1
were we love this ?,48 70 194 49 80,0
they is not love it,45 34 21 194 17,-1
you was not love that,24 14 21 194 15,-1
we enjoy that,70 1784 15,1
how was you enjoy ?,110 14 24 1784 80,0
do she love this ?,81 27 194 49 80,0
was they enjoy that ?,14 45 1784 15 80,0
we enjoy it,70 1784 17,1
what does she enjoy ?,55 312 27 1784 80,0
are they love this ?,66 45 194 49 80,0
they do not like this,45 81 21 96 49,-1
how was we like ?,110 14 70 96 80,0
we was not like it,70 14 21 96 17,-1
we enjoy this,70 1784 49,1
were she like that ?,48 27 96 15 80,0
why was we love ?,305 14 70 194 80,0
they is not love that,45 34 21 194 15,-1
were you like it ?,48 24 96 17 80,0
were you like this ?,48 24 96 49 80,0
how did he love ?,110 73 16 194 80,0
you love this,24 194 49,1
she enjoy it,27 1784 17,1
you like this,24 96 49,1
they does not like it,45 312 21 96 17,-1
they were not enjoy this,45 48 21 1784 49,-1
how does he love ?,110 312 16 194 80,0
were she enjoy it ?,48 27 1784 17 80,0
you do not love this,24 81 21 194 49,-1
he were not like this,16 48 21 96 49,-1
why did i like ?,305 73 5552 96 80,0
i like that,5552 96 15,1
she like this,27 96 49,1
how were i love ?,110 48 5552 194 80,0
what did we love ?,55 73 70 194 80,0
they are not like that,45 66 21 96 15,-1
why are she enjoy ?,305 66 27 1784 80,0
why was she like ?,305 14 27 96 80,0
why are you enjoy ?,305 66 24 1784 80,0
did we like that ?,73 70 96 15 80,0
you are not enjoy it,24 66 21 1784 17,-1
you like this,24 96 49,1
did you enjoy it ?,73 24 1784 17 80,0
were he love this ?,48 16 194 49 80,0
why do i like ?,305 81 5552 96 80,0
she is not love that,27 34 21 194 15,-1
what did he enjoy ?,55 73 16 1784 80,0
he did not love it,16 73 21 194 17,-1
does you enjoy that ?,312 24 1784 15 80,0
were i enjoy it ?,48 5552 1784 17 80,0
how do she enjoy ?,110 81 27 1784 80,0
you like that,24 96 15,1
why was she love ?,305 14 27 194 80,0
how were you like ?,110 48 24 96 80,0
i is not like this,5552 34 21 96 49,-1
is we enjoy it ?,34 70 1784 17 80,0
what are she like ?,55 66 27 96 80,0
why was you enjoy ?,305 14 24 1784 80,0
i like this,5552 96 49,1
did he enjoy that ?,73 16 1784 15 80,0
how were i enjoy ?,110 48 5552 1784 80,0
is they enjoy that ?,34 45 1784 15 80,0
she like it,27 96 17,1
we are not like it,70 66 21 96 17,-1
they did not enjoy that,45 73 21 1784 15,-1
he enjoy that,16 1784 15,1
you like it,24 96 17,1
you like it,24 96 17,1
he is not enjoy it,16 34 21 1784 17,-1
how did she enjoy ?,110 73 27 1784 80,0
we do not love this,70 81 21 194 49,-1
we enjoy that,70 1784 15,1
we enjoy it,70 1784 17,1
were we like that ?,48 70 96 15 80,0
she do not enjoy that,27 81 21 1784 15,-1
do you enjoy that ?,81 24 1784 15 80,0
he like it,16 96 17,1
what are we like ?,55 66 70 96 80,0
do i enjoy this ?,81 5552 1784 49 80,0
you enjoy that,24 1784 15,1
are you enjoy it ?,66 24 1784 17 80,0
what did we enjoy ?,55 73 70 1784 80,0
how is they love ?,110 34 45 194 80,0
was she enjoy it ?,14 27 1784 17 80,0
you enjoy this,24 1784 49,1
she love it,27 194 17,1
you are not like it,24 66 21 96 17,-1
i like this,5552 96 49,1
i is not enjoy it,5552 34 21 1784 17,-1
is they like it ?,34 45 96 17 80,0
was she enjoy this ?,14 27 1784 49 80,0
what is i love ?,55 34 5552 194 80,0
was he like that ?,14 16 96 15 80,0
you does not love this,24 312 21 194 49,-1
she are not like it,27 66 21 96 17,-1
were we like that ?,48 70 96 15 80,0
why did you like ?,305 73 24 96 80,0
why did they like ?,305 73 45 96 80,0
are you like that ?,66 24 96 15 80,0
how was he love ?,110 14 16 194 80,0
they are not like that,45 66 21 96 15,-1
is i enjoy it ?,34 5552 1784 17 80,0
how is he love ?,110 34 16 194 80,0
they was not love this,45 14 21 194 49,-1
how is he love ?,110 34 16 194 80,0
he does not like that,16 312 21 96 15,-1
she enjoy it,27 1784 17,1
they love it,45 194 17,1
how do they like ?,110 81 45 96 80,0
i enjoy this,5552 1784 49,1
are we enjoy it ?,66 70 1784 17 80,0
he were not enjoy this,16 48 21 1784 49,-1
they were not enjoy that,45 48 21 1784 15,-1
i love that,5552 194 15,1
are we enjoy this ?,66 70 1784 49 80,0
were i love that ?,48 5552 194 15 80,0
what do we enjoy ?,55 81 70 1784 80,0
why is she love ?,305 34 27 194 80,0
what was she enjoy ?,55 14 27 1784 80,0
they enjoy this,45 1784 49,1
what is we enjoy ?,55 34 70 1784 80,0
how are we love ?,110 66 70 194 80,0
i were not like it,5552 48 21 96 17,-1
he like that,16 96 15,1
were we love that ?,48 70 194 15 80,0
are he like it ?,66 16 96 17 80,0
she does not enjoy this,27 312 21 1784 49,-1
how do i love ?,110 81 5552 194 80,0
we were not like it,70 48 21 96 17,-1
what was we love ?,55 14 70 194 80,0
we do not like it,70 81 21 96 17,-1
were we enjoy that ?,48 70 1784 15 80,0
does we enjoy that ?,312 70 1784 15 80,0
did she enjoy that ?,73 27 1784 15 80,0
was you enjoy it ?,14 24 1784 17 80,0
was we love that ?,14 70 194 15 80,0
does i like this ?,312 5552 96 49 80,0
were we enjoy that ?,48 70 1784 15 80,0
they love that,45 194 15,1
how does you like ?,110 312 24 96 80,0
is you enjoy it ?,34 24 1784 17 80,0
we is not love that,70 34 21 194 15,-1
how were you love ?,110 48 24 194 80,0
she enjoy that,27 1784 15,1
did we enjoy this ?,73 70 1784 49 80,0
are you love it ?,66 24 194 17 80,0
why does i love ?,305 312 5552 194 80,0
were you love that ?,48 24 194 15 80,0
why did i love ?,305 73 5552 194 80,0
does he love it ?,312 16 194 17 80,0
how did they enjoy ?,110 73 45 1784 80,0
did you like it ?,73 24 96 17 80,0
what was i like ?,55 14 5552 96 80,0
they is not like it,45 34 21 96 17,-1
is i enjoy that ?,34 5552 1784 15 80,0
how does i love ?,110 312 5552 194 80,0
i love it,5552 194 17,1
were they enjoy that ?,48 45 1784 15 80,0
they like that,45 96 15,1
what is he love ?,55 34 16 194 80,0
are she like that ?,66 27 96 15 80,0
i love it,5552 194 17,1
does he enjoy this ?,312 16 1784 49 80,0
we was not enjoy it,70 14 21 1784 17,-1
she enjoy that,27 1784 15,1
she love this,27 194 49,1
are i like it ?,66 5552 96 17 80,0
she were not like that,27 48 21 96 15,-1
we does not like this,70 312 21 96 49,-1
what is you enjoy ?,55 34 24 1784 80,0
how was i like ?,110 14 5552 96 80,0
she did not like it,27 73 21 96 17,-1
did he enjoy this ?,73 16 1784 49 80,0
does she like that ?,312 27 96 15 80,0
how is i enjoy ?,110 34 5552 1784 80,0
why are they like ?,305 66 45 96 80,0
you are not love this,24 66 21 194 49,-1
they were not enjoy that,45 48 21 1784 15,-1
why is he like ?,305 34 16 96 80,0
what does he love ?,55 312 16 194 80,0
they like this,45 96 49,1
why do he like ?,305 81 16 96 80,0
she love that,27 194 15,1
is she love this ?,34 27 194 49 80,0
why were they like ?,305 48 45 96 80,0
why did they love ?,305 73 45 194 80,0
i like this,5552 96 49,1
he love it,16 194 17,1
she are not love that,27 66 21 194 15,-1
he do not love it,16 81 21 194 17,-1
what was we like ?,55 14 70 96 80,0
are they enjoy it ?,66 45 1784 17 80,0
you enjoy this,24 1784 49,1
how is we love ?,110 34 70 194 80,0
they is not enjoy this,45 34 21 1784 49,-1
do they love this ?,81 45 194 49 80,0
he like this,16 96 49,1
does she enjoy this ?,312 27 1784 49 80,0
you enjoy that,24 1784 15,1
why does i love ?,305 312 5552 194 80,0
how were she like ?,110 48 27 96 80,0
i love it,5552 194 17,1
they love this,45 194 49,1
was they love this ?,14 45 194 49 80,0
what did we like ?,55 73 70 96 80,0
how is she enjoy ?,110 34 27 1784 80,0
i love it,5552 194 17,1
he are not like this,16 66 21 96 49,-1
you love it,24 194 17,1
how were i love ?,110 48 5552 194 80,0
you do not like it,24 81 21 96 17,-1
he was not like that,16 14 21 96 15,-1
how were he enjoy ?,110 48 16 1784 80,0
why were she enjoy ?,305 48 27 1784 80,0
does we love that ?,312 70 194 15 80,0
he like that,16 96 15,1
why does they enjoy ?,305 312 45 1784 80,0
he was not like it,16 14 21 96 17,-1
was they enjoy this ?,14 45 1784 49 80,0
were i like it ?,48 5552 96 17 80,0
he was not like that,16 14 21 96 15,-1
i is not like that,5552 34 21 96 15,-1
they does not love it,45 312 21 194 17,-1
how did they enjoy ?,110 73 45 1784 80,0
were we enjoy it ?,48 70 1784 17 80,0
they did not like this,45 73 21 96 49,-1
she enjoy it,27 1784 17,1
does she love it ?,312 27 194 17 80,0
how does she love ?,110 312 27 194 80,0
was she love that ?,14 27 194 15 80,0
why does we enjoy ?,305 312 70 1784 80,0
why are we like ?,305 66 70 96 80,0
i are not enjoy that,5552 66 21 1784 15,-1
he does not love that,16 312 21 194 15,-1
she like that,27 96 15,1
we enjoy this,70 1784 49,1
why was he enjoy ?,305 14 16 1784 80,0
i was not love it,5552 14 21 194 17,-1
we do not enjoy it,70 81 21 1784 17,-1
how is they like ?,110 34 45 96 80,0
you like that,24 96 15,1
are we like this ?,66 70 96 49 80,0
she were not love this,27 48 21 194 49,-1
do she love this ?,81 27 194 49 80,0
are you enjoy it ?,66 24 1784 17 80,0
i do not love this,5552 81 21 194 49,-1
did she like it ?,73 27 96 17 80,0
are she like it ?,66 27 96 17 80,0
was he like that ?,14 16 96 15 80,0
she love that,27 194 15,1
we enjoy that,70 1784 15,1
we are not love that,70 66 21 194 15,-1
why were you love ?,305 48 24 194 80,0
he are not like this,16 66 21 96 49,-1
why did we like ?,305 73 70 96 80,0
they is not love this,45 34 21 194 49,-1
what are they enjoy ?,55 66 45 1784 80,0
are they love that ?,66 45 194 15 80,0
we does not like that,70 312 21 96 15,-1
you enjoy this,24 1784 49,1
how did he love ?,110 73 16 194 80,0
they was not love it,45 14 21 194 17,-1
why does he like ?,305 312 16 96 80,0
you are not enjoy that,24 66 21 1784 15,-1
they was not enjoy this,45 14 21 1784 49,-1
you enjoy this,24 1784 49,1
she enjoy that,27 1784 15,1
did you like that ?,73 24 96 15 80,0
did we love this ?,73 70 194 49 80,0
he enjoy that,16 1784 15,1
he are not love it,16 66 21 194 17,-1
does we like this ?,312 70 96 49 80,0
what does she like ?,55 312 27 96 80,0
we was not like it,70 14 21 96 17,-1
they love it,45 194 17,1
why was you like ?,305 14 24 96 80,0
how do we enjoy ?,110 81 70 1784 80,0
what was you enjoy ?,55 14 24 1784 80,0
you like this,24 96 49,1
was they enjoy that ?,14 45 1784 15 80,0
why are i love ?,305 66 5552 194 80,0
she was not like this,27 14 21 96 49,-1
she did not like this,27 73 21 96 49,-1
i were not love it,5552 48 21 194 17,-1
were he love that ?,48 16 194 15 80,0
how were you love ?,110 48 24 194 80,0
were she enjoy it ?,48 27 1784 17 80,0
does we enjoy that ?,312 70 1784 15 80,0
i does not love it,5552 312 21 194 17,-1
is i enjoy it ?,34 5552 1784 17 80,0
we enjoy this,70 1784 49,1
did i like this ?,73 5552 96 49 80,0
you were not enjoy this,24 48 21 1784 49,-1
you were not love that,24 48 21 194 15,-1
how are she like ?,110 66 27 96 80,0
do they like that ?,81 45 96 15 80,0
